"","cod_dept","area","pop"
"1259","52","454","90"
"1260","17","1653","1208"
"1261","70","573","136"
"1262","02","895","1425"
"1263","2B","2739","102"
"1264","19","2494","1071"
"1265","45","1580","254"
"1266","21","2895","208"
"1267","50","469","249"
"1268","61","552","80"
"1269","35","462","3243"
"1270","62","923","831"
"1271","49","1554","1240"
"1272","31","518","204"
"1273","62","180","1024"
"1274","58","964","92"
"1275","64","662","153"
"1276","76","600","461"
"1277","07","636","944"
"1278","32","1119","1960"
"1279","25","571","256"
"1280","76","1297","687"
"1281","76","1238","230"
"1282","77","646","377"
"1283","14","610","181"
"1284","15","2202","154"
"1285","64","403","607"
"1286","78","1632","297"
"1287","11","1366","235"
"1288","65","782","129"
"1289","78","4638","1607"
"1290","31","1375","421"
"1291","47","697","367"
"1292","81","476","34"
"1293","83","2700","7116"
"1294","95","850","610"
"1295","63","3224","1627"
"1296","03","4405","349"
"1297","64","540","145"
"1298","57","539","107"
"1299","50","1132","1945"
"1300","52","718","153"
"1301","64","991","367"
"1302","19","2967","470"
"1303","22","3182","1393"
"1304","24","4396","500"
"1305","56","998","2621"
"1306","59","1005","5367"
"1307","60","503","1122"
"1308","66","2053","128"
"1309","69","729","1389"
"1310","31","709","7817"
"1311","55","794","107"
"1312","70","422","92"
"1313","71","917","562"
"1314","10","2971","253"
"1315","15","1830","221"
"1316","11","3018","126"
"1317","10","2017","335"
"1318","27","787","382"
"1319","02","1674","444"
"1320","10","574","968"
"1321","25","1003","226"
"1322","21","847","238"
"1323","14","780","384"
"1324","11","1036","120"
"1325","88","2447","883"
"1326","15","1402","107"
"1327","25","723","632"
"1328","90","555","3539"
"1329","40","1526","816"
"1330","42","1542","390"
"1331","68","436","348"
"1332","62","189","1304"
"1333","69","748","659"
"1334","68","387","263"
"1335","80","528","270"
"1336","39","1947","680"
"1337","76","766","421"
"1338","2B","1452","169"
"1339","39","415","80"
"1340","91","332","5343"
"1341","16","2244","981"
"1342","95","757","450"
"1343","54","1315","178"
"1344","41","638","356"
"1345","67","547","684"
"1346","40","8275","334"
"1347","45","1308","12812"
"1348","71","481","509"
"1349","23","1075","158"
"1350","38","1830","918"
"1351","39","881","88"
"1352","16","1482","588"
"1353","33","1128","762"
"1354","53","1329","246"
"1355","62","320","477"
"1356","67","316","273"
"1357","58","756","167"
"1358","60","441","388"
"1359","72","1087","5143"
"1360","66","772","3203"
"1361","53","1909","396"
"1362","74","1360","383"
"1363","35","1471","847"
"1364","17","483","2405"
"1365","24","2507","438"
"1366","76","1265","808"
"1367","88","1040","457"
"1368","07","562","519"
"1369","76","661","355"
"1370","77","1243","1621"
"1371","07","2515","524"
"1372","79","751","1901"
"1373","02","1443","422"
"1374","51","1109","51"
"1375","01","369","50"
"1376","33","1383","2187"
"1377","64","1114","1167"
"1378","31","808","157"
"1379","04","5668","22412"
"1380","62","540","314"
"1381","30","3418","7518"
"1382","37","3269","591"
"1383","60","352","455"
"1384","09","549","209"
"1385","57","622","256"
"1386","77","1977","1283"
"1387","31","2020","5189"
"1388","64","603","247"
"1389","76","618","272"
"1390","35","1426","1150"
"1391","54","737","185"
"1392","94","278","29462"
"1393","52","905","82"
"1394","39","719","259"
"1395","61","576","118"
"1396","95","681","917"
"1397","53","1815","522"
"1398","65","424","24"
"1399","62","356","130"
"1400","11","2152","36"
"1401","73","1536","785"
"1402","24","1216","279"
"1403","59","1352","1609"
"1404","64","1127","242"
"1405","59","486","578"
"1406","64","4375","223"
"1407","76","1151","1388"
"1408","21","336","67"
"1409","59","215","406"
"1410","76","1823","1313"
"1411","53","2376","521"
"1412","09","948","107"
"1413","41","2823","316"
"1414","14","373","32"
"1415","61","4022","399"
"1416","54","648","120"
"1417","60","603","775"
"1418","62","616","285"
"1419","14","781","420"
"1420","60","690","625"
"1421","66","1462","5547"
"1422","02","467","129"
"1423","08","471","457"
"1424","89","1240","467"
"1425","79","1383","641"
"1426","73","242","3854"
"1427","70","932","514"
"1428","11","1250","1544"
"1429","88","936","1192"
"1430","38","753","673"
"1431","45","1135","6813"
"1432","14","394","209"
"1433","30","412","258"
"1434","32","310","110"
"1435","55","1846","375"
"1436","71","1022","128"
"1437","31","5361","2768"
"1438","61","713","114"
"1439","85","3342","2651"
"1440","71","943","2907"
"1441","67","1447","4005"
"1442","05","2263","281"
"1443","24","2878","476"
"1444","23","2356","162"
"1445","30","1860","197"
"1446","87","1160","826"
"1447","24","2269","753"
"1448","75","1641","166552"
"1449","54","416","957"
"1450","89","3047","860"
"1451","73","1844","417"
"1452","40","1891","1487"
"1453","25","1329","615"
"1454","33","3647","1146"
"1455","62","94","2189"
"1456","32","657","100"
"1457","54","445","318"
"1458","80","616","113"
"1459","36","3542","1664"
"1460","45","1705","1216"
"1461","28","1343","164"
"1462","44","3362","1797"
"1463","70","697","77"
"1464","73","172","800"
"1465","95","288","14122"
"1466","60","1964","1470"
"1467","55","1076","166"
"1468","76","751","325"
"1469","77","755","153"
"1470","39","1033","236"
"1471","64","1628","666"
"1472","60","1673","285"
"1473","18","1512","709"
"1474","62","546","1429"
"1475","29","2439","1223"
"1476","33","920","1148"
"1477","54","547","82"
"1478","47","759","178"
"1479","55","1099","235"
"1480","42","1643","947"
"1481","66","2203","8450"
"1482","70","712","137"
"1483","63","828","497"
"1484","66","715","1964"
"1485","71","815","920"
"1486","36","5639","2997"
"1487","07","1641","1199"
"1488","25","1049","220"
"1489","54","512","114"
"1490","65","296","162"
"1491","28","562","352"
"1492","68","442","586"
"1493","76","1075","485"
"1494","42","1654","148"
"1495","61","856","185"
"1496","59","326","13437"
"1497","39","315","224"
"1498","03","2158","401"
"1499","17","2036","3329"
"1500","12","2334","237"
"1501","32","3661","387"
"1502","72","2336","1004"
"1503","17","595","253"
"1504","25","494","467"
"1505","88","1708","177"
"1506","04","821","131"
"1507","17","446","216"
"1508","18","788","61"
"1509","51","1479","256"
"1510","89","1841","403"
"1511","21","924","157"
"1512","37","5325","522"
"1513","74","1775","20166"
"1514","91","564","19502"
"1515","53","2619","636"
"1516","88","566","271"
"1517","46","2089","279"
"1518","30","414","1099"
"1519","88","509","133"
"1520","31","1632","1279"
"1521","38","863","576"
"1522","87","3013","590"
"1523","11","684","659"
"1524","39","1391","426"
"1525","59","1028","9897"
"1526","47","1963","80"
"1527","27","820","668"
"1528","11","884","25"
"1529","09","375","161"
"1530","32","532","45"
"1531","47","1683","622"
"1532","09","660","145"
"1533","57","250","150"
"1534","29","3356","3426"
"1535","59","1293","3832"
"1536","17","2576","1247"
"1537","68","1503","4364"
"1538","59","1857","2157"
"1539","39","1029","191"
"1540","28","548","22"
"1541","39","713","265"
"1542","55","259","95"
"1543","13","2115","5870"
"1544","42","1546","763"
"1545","01","1025","1734"
"1546","33","992","1469"
"1547","79","1127","350"
"1548","51","2764","623"
"1549","30","2145","3585"
"1550","14","965","380"
"1551","39","591","73"
"1552","14","674","108"
"1553","24","799","186"
"1554","01","638","93"
"1555","08","1557","395"
"1556","45","774","3287"
"1557","30","2004","216"
"1558","50","399","420"
"1559","72","3840","2345"
"1560","77","1517","622"
"1561","57","1016","4025"
"1562","11","2070","273"
"1563","72","1981","880"
"1564","58","1349","602"
"1565","81","586","89"
"1566","22","2888","6885"
"1567","86","2539","515"
"1568","12","1528","682"
"1569","88","704","317"
"1570","91","4601","24502"
"1571","77","2023","813"
"1572","95","796","7171"
"1573","73","3302","653"
"1574","61","473","218"
"1575","51","316","585"
"1576","11","1174","793"
"1577","22","2695","702"
"1578","55","981","129"
"1579","63","1000","623"
"1580","52","1668","60"
"1581","18","2556","632"
"1582","65","194","132"
"1583","61","1156","250"
"1584","34","1039","1991"
"1585","67","727","904"
"1586","71","1583","289"
"1587","50","305","92"
"1588","54","437","71"
"1589","67","721","783"
"1590","76","1227","1867"
"1591","76","1430","3091"
"1592","03","1046","381"
"1593","18","1531","801"
"1594","01","2462","880"
"1595","37","2773","1064"
"1596","53","842","404"
"1597","02","542","218"
"1598","62","723","1538"
"1599","27","590","352"
"1600","29","1891","7886"
"1601","74","887","951"
"1602","14","741","165"
"1603","32","673","51"
"1604","60","589","321"
"1605","62","208","264"
"1606","45","1346","330"
"1607","28","920","395"
"1608","80","803","2681"
"1609","57","63","39"
"1610","57","728","208"
"1611","76","668","615"
"1612","57","898","326"
"1613","47","2292","612"
"1614","68","496","384"
"1615","03","1141","142"
"1616","77","4237","4190"
"1617","55","1484","116"
"1618","57","458","411"
"1619","02","519","1724"
"1620","08","507","599"
"1621","38","1505","416"
"1622","71","734","135"
"1623","59","273","701"
"1624","60","1854","675"
"1625","2B","2228","1705"
"1626","06","17711","2157"
"1627","91","1594","28687"
"1628","41","1297","185"
"1629","44","5284","5628"
"1630","67","795","556"
"1631","67","633","281"
"1632","08","1510","281"
"1633","59","1161","20549"
"1634","17","2217","207"
"1635","77","1024","21094"
"1636","74","4438","403"
"1637","63","692","92"
"1638","55","626","48"
"1639","22","1019","168"
"1640","87","2124","725"
"1641","08","960","95"
"1642","50","912","344"
"1643","44","3406","5435"
"1644","11","2836","526"
"1645","27","430","804"
"1646","33","913","195"
"1647","15","1318","121"
"1648","30","2101","177"
"1649","53","2040","888"
"1650","57","823","684"
"1651","67","221","332"
"1652","26","1294","68"
"1653","94","337","4431"
"1654","63","1492","2119"
"1655","72","757","223"
"1656","35","2339","3372"
"1657","70","1164","309"
"1658","05","1456","206"
"1659","12","3408","337"
"1660","76","583","8167"
"1661","07","2440","1163"
"1662","68","432","1448"
"1663","59","339","1168"
"1664","23","971","121"
"1665","11","863","92"
"1666","60","1396","922"
"1667","77","814","1814"
"1668","45","2121","1561"
"1669","46","1756","199"
"1670","22","1726","868"
"1671","57","942","635"
"1672","71","1353","1046"
"1673","31","917","224"
"1674","30","523","430"
"1675","15","1911","1528"
"1676","63","780","105"
"1677","74","639","1391"
"1678","70","494","51"
"1679","02","1748","689"
"1680","15","3763","604"
"1681","58","1360","225"
"1682","39","928","397"
"1683","64","1081","280"
"1684","89","1182","89"
"1685","08","1079","145"
"1686","68","693","1033"
"1687","51","1466","54"
"1688","16","4309","2141"
"1689","43","2413","1083"
"1690","29","3538","2813"
"1691","31","820","536"
"1692","76","705","833"
"1693","84","489","51"
"1694","24","2658","1038"
"1695","40","7159","428"
"1696","49","2053","6589"
"1697","38","1053","1728"
"1698","14","342","698"
"1699","62","748","430"
"1700","41","1865","251"
"1701","09","391","121"
"1702","27","928","474"
"1703","16","1363","262"
"1704","86","4534","686"
"1705","04","1683","81"
"1706","53","1828","421"
"1707","60","987","742"
"1708","89","1548","521"
"1709","09","1815","224"
"1710","01","556","116"
"1711","55","1689","497"
"1712","62","1189","2467"
"1713","79","3544","1181"
"1714","73","1857","537"
"1715","71","1886","473"
"1716","60","1467","382"
"1717","57","1572","1160"
"1718","79","804","111"
"1719","68","479","365"
"1720","40","1762","630"
"1721","51","539","107"
"1722","88","1077","187"
"1723","78","973","338"
"1724","28","1045","240"
"1725","28","2207","493"
"1726","14","682","175"
"1727","89","1684","1177"
"1728","95","425","249"
"1729","16","1011","160"
"1730","27","1528","6082"
"1731","68","1003","325"
"1732","50","2286","349"
"1733","56","3247","3319"
"1734","76","1039","1234"
"1735","2B","1483","177"
"1736","33","8645","7155"
"1737","40","14816","1071"
"1738","60","1252","1137"
"1739","18","1493","421"
"1740","76","880","566"
"1741","89","3590","1147"
"1742","21","1439","353"
"1743","02","1184","321"
"1744","71","2358","840"
"1745","43","1077","55"
"1746","16","2091","826"
"1747","63","678","66"
"1748","60","2110","3688"
"1749","2B","1215","34"
"1750","91","528","161"
"1751","62","594","367"
"1752","25","1163","792"
"1753","34","1111","189"
"1754","62","721","181"
"1755","68","1136","836"
"1756","02","1801","2198"
"1757","28","3295","1840"
"1758","36","3881","322"
"1759","24","1103","1562"
"1760","63","485","1505"
"1761","31","1758","523"
"1762","54","1523","370"
"1763","76","560","434"
"1764","46","3144","775"
"1765","57","1101","2438"
"1766","54","786","225"
"1767","11","6514","46724"
"1768","26","4004","5139"
"1769","02","4867","2792"
"1770","55","1773","158"
"1771","22","1843","1711"
"1772","52","428","80"
"1773","18","946","259"
"1774","55","768","85"
"1775","69","186","6526"
"1776","10","571","86"
"1777","21","1979","285"
"1778","68","636","2261"
"1779","47","2427","574"
"1780","65","934","102"
"1781","67","1097","1227"
"1782","78","1017","251"
"1783","42","1667","1584"
"1784","14","1078","2575"
"1785","22","2028","2288"
"1786","60","274","238"
"1787","66","1038","4725"
"1788","88","391","127"
"1789","73","445","5919"
"1790","70","774","184"
"1791","29","822","517"
"1792","60","286","110"
"1793","38","1094","38"
"1794","52","480","69"
"1795","67","459","808"
"1796","82","709","68"
"1797","35","3117","1375"
"1798","09","4138","960"
"1799","33","2908","533"
"1800","56","198","704"
"1801","22","2852","3259"
"1802","39","545","84"
"1803","64","945","370"
"1804","25","1429","419"
"1805","80","599","270"
"1806","60","386","313"
"1807","74","1118","890"
"1808","09","1193","59"
"1809","61","1253","194"
"1810","77","781","507"
"1811","74","3776","866"
"1812","82","271","40"
"1813","34","1092","347"
"1814","13","1085","2313"
"1815","16","6847","1389"
"1816","79","5600","2307"
"1817","43","1045","203"
"1818","11","3017","2277"
"1819","59","894","10246"
"1820","70","811","254"
"1821","67","2085","513"
"1822","86","591","1161"
"1823","18","2692","235"
"1824","14","305","434"
"1825","19","1413","76"
"1826","2B","5911","155"
"1827","46","1184","180"
"1828","91","460","1319"
"1829","21","518","679"
"1830","62","2105","3741"
"1831","30","2238","249"
"1832","38","1389","170"
"1833","59","480","535"
"1834","60","433","163"
"1835","77","516","278"
"1836","78","519","1224"
"1837","45","826","507"
"1838","48","8741","524"
"1839","43","1893","101"
"1840","76","657","527"
"1841","04","4608","61"
"1842","81","1222","459"
"1843","09","515","250"
"1844","62","520","195"
"1845","25","589","10"
"1846","06","4129","510"
"1847","85","2022","1816"
"1848","44","1184","4455"
"1849","85","6225","8349"
"1850","42","806","539"
"1851","24","2045","586"
"1852","27","801","212"
"1853","24","664","215"
"1854","38","661","4892"
"1855","13","2075","79010"
"1856","85","2109","527"
"1857","11","3548","1093"
"1858","06","1245","485"
"1859","09","776","232"
"1860","56","1651","2205"
"1861","86","1947","741"
